Title,Price,Subscribers,Reviews,Length,Reviews Percent
JavaScript Rockstar How to create Incredible Useful code,75,16590,51,2.5,0.3074141048824593
Spring Core DevOps on AWS,100,1626,115,6.5,7.072570725707257
How to Create a Website Without Coding - WordPress 2016,195,9056,96,1.5,1.0600706713780919
PHP Graphic Techniques: CAPTCHA/ Create a verification code,20,8320,73,43.0,0.8774038461538461
Introductory To HTML and CSS,50,4106,112,1.0,2.7277155382367266
Learn how to convert PSD to HTML and CSS responsive,30,5324,52,2.5,0.9767092411720512
PHP User Login Registration Script With All Features,200,5603,46,4.0,0.8209887560235588
AJAX : Let's build a COOL project,70,4183,292,3.5,6.980635907243606
Advanced WordPress Topics: Post Types Taxonomies & Metaboxes,95,301,44,7.5,14.61794019933555
Laravel Homestead,Free,3883,110,1.0,2.8328611898017
The Complete TypeScript Programming Guide for Web Developers,40,236,31,4.0,13.135593220338984
JavaScript with BackboneJS and Bootstrap CSS - Advanced,25,1758,37,3.5,2.1046643913538112
Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques,200,1266,16,2.0,1.263823064770932
XML DOM :basics for beginners,35,920,1,42.0,0.10869565217391304
Learn HTML Basics From Scratch,Free,5004,52,3.0,1.0391686650679457
Byte-Sized-Chunks: Dynamic Prototypes in Javascript,20,880,6,3.0,0.6818181818181818
Build Websites from Scratch with Squarespace,50,342,53,3.5,15.497076023391813
Introduction to web programming for GIS applications,100,205,38,13.5,18.536585365853657
Java Spring Security,40,527,63,2.5,11.954459203036052
Responsive Html5 Theme Development,20,1517,4,1.0,0.26367831245880025
What’s New in Bootstrap 4,20,130,14,37.0,10.76923076923077
ReactJS Course: Learn JavaScript Library Used by Facebook&IG,50,1018,33,3.0,3.2416502946954813
Building a Ruby on Rails Application with Neo4j,Free,4830,38,32.0,0.7867494824016562
Sara Learns to Code.  Making an App from Scratch,60,402,20,4.0,4.975124378109453
Ajax  for Beginners: A Very Basic Introduction,65,755,5,2.0,0.6622516556291391
Wordpress Essentials: Useful Plugins,25,1087,7,1.0,0.6439742410303588
Django by Example,125,170,21,9.0,12.352941176470589
Build A Great Wordpress Website For Your Business in 2 Hours,35,1054,4,2.0,0.3795066413662239
Wordpress on AWS: The Easy way to AWS for Free Fast hosting ,40,245,23,1.0,9.387755102040817
Mastering TypeScript,95,353,34,3.0,9.631728045325778
Mastering AngularJS UI Development,95,464,26,1.5,5.603448275862069
Custom Theme Creation for WordPress using HTML5 and CSS3,35,298,20,1.5,6.7114093959731544
Create a PHP Contact Form in Bootstrap,20,2238,65,1.0,2.9043789097408403
Introduction To Data Analytics Using Microsoft Power BI,45,1764,33,1.5,1.870748299319728
HTML Made Simple For Beginners: Create a One Page Website,65,3380,50,2.0,1.4792899408284024
The Complete Web Developer Masterclass: Beginner To Advanced,20,1030,11,2.5,1.0679611650485437
Website Builder Software Previews,25,1406,12,1.0,0.8534850640113799
Learn How to Create Your Own Social Network,50,4732,5,2.0,0.10566356720202875
"Learn By Example: The Foundations of HTML, CSS & Javascript",50,1724,72,13.0,4.176334106728538
JavaScript manipulation of the DOM Document Object Model,20,1618,46,1.5,2.843016069221261
Create Jekyll blog and host it on Github like a Ninja,20,5056,74,2.0,1.4636075949367089
Learn React JS from scratch,115,1562,42,4.0,2.6888604353393086
Web Security: Common Vulnerabilities And Their Mitigation,50,1547,30,8.0,1.9392372333548804
PHP for Beginners,40,2626,95,6.0,3.6176694592536176
Make a professional website - 30 Day Guarantee. Discounted!,20,11167,34,2.0,0.30446852332766183
Symfony 3: Build a PHP Application with Symfony,20,466,11,2.0,2.3605150214592276
Learn ASP.Net Web API 2 for Absolute Beginner,30,1355,14,3.5,1.033210332103321
Build a Website in 30 Minutes,95,5065,40,32.0,0.7897334649555774
Google Blogger : How to Create a Blog,20,1763,17,2.0,0.9642654566080544
How to Make a Website Without Coding- WordPress & Web Skills,30,6413,107,9.0,1.6684858880399187
Learn WCF And Web APIs From Scratch,50,5398,358,10.5,6.632085957762134
How To Build A Website From Scratch + Blogging Blueprint,20,7017,37,3.5,0.5272908650420407
Learn To Create Different Website Layouts & Media Queries ,195,6510,45,2.0,0.6912442396313364
Build Sign Up and Login Forms With Bootstrap Modal,20,1898,19,4.0,1.0010537407797682
"Build a Real Time web app in node.js , Angular.js, mongoDB",20,3299,166,4.0,5.031827826614125
Superb jQuery Course - Become Certified jQuery Developer,95,817,6,1.5,0.7343941248470013
How To Build A Facebook Messenger Chat Bot From Scratch,120,1798,20,1.5,1.1123470522803114
"Build Your Own Calculator App with Javascript, HTML5 & CSS",50,3688,49,1.0,1.3286334056399132
The Complete WordPress Development & Customization Course,100,1611,165,12.5,10.242085661080075
HTML CSS Easy steps to create a web template from scratch,200,11574,78,1.0,0.673924313115604
Learn jQuery AJAX in 1 hour,195,2547,62,1.0,2.434236356497841
Develop Competitive Plugins for WordPress and WooCommerce,150,2063,18,1.0,0.872515753756665
Get Results - Core Principles of Web Development Tricks Tips,75,22355,54,1.5,0.24155669872511742
JSON Faster Sleeker & Easier Discover the benefits learn it,200,8577,69,1.5,0.8044770898915705
Get to know HTML Learn HTML Basics,200,10674,102,2.0,0.9555930297920181
Ultimate Css & JQuery Form Designing From Beginner to Expert,115,783,5,1.0,0.6385696040868455
PHP: Complete Registration and Login with Email Verification,20,12781,145,2.5,1.134496518269306
JavaScript from Beginner to Expert,125,5484,439,12.5,8.00510576221736
Build a website HTML5 CSS3 Beginner Course,150,7884,44,2.0,0.5580923389142567
Learn Ruby on Rails: Stripe Payment Processing,40,15724,33,1.5,0.20987026201984227
WordPress For Beginners | No Coding Required,20,3106,31,1.0,0.9980682549903412
jQuery For Beginners : A Basic Introduction,65,6293,165,1.0,2.6219609089464484
WordPress Plugins and Widgets,40,8711,29,1.0,0.3329124095970612
PHP Essential How to create build Amazing websites with PHP,75,8067,30,3.5,0.3718854592785422
HTML CSS JavaScript: Most popular ways to code HTML CSS JS,170,9332,172,3.5,1.8431204457779682
Bootstrap 3 Beginners: Create a Professional Landing Page,20,3271,278,2.5,8.498929990828492
Introduction to Node.js for Beginners,125,1367,17,6.0,1.2435991221653255
Introduction to Coding with Ruby,45,5077,126,3.5,2.4817805790821352
Complete PHP and MySql Course: From Beginner to Professional,200,6508,137,6.5,2.105101413644745
Angular JS Essentials,195,4687,99,4.0,2.11222530403243
How To Setup Web Hosting,Free,11758,242,1.0,2.0581731587004595
"Web Application Development using Redis, Express, and Socket",200,300,16,6.0,5.333333333333334
How to Start a WordPress Blog - Complete Beginners Guide!,Free,3784,85,2.0,2.2463002114164907
CSS3 Gradients for Web Designers,20,1209,9,1.5,0.7444168734491315
Learn ASP NET MVC 5 step by step,20,1428,91,3.0,6.372549019607843
Tumult Hype Pro Basics: HTML5 Animations Made Easier,50,716,32,4.0,4.4692737430167595
Web Hosting Set Up and WordPress Installation For Beginners,Free,12563,239,34.0,1.9024118443047042
Ruby on Rails 4---A Test-Driven Approach,100,1518,55,19.0,3.6231884057971016
AJAX :basics for beginners,35,1241,23,34.0,1.8533440773569703
Let's JavaScript!  Code a calculator,35,380,10,2.0,2.631578947368421
JavaScript from Beginner to Advanced,195,395,18,17.0,4.556962025316456
WordPress Theme Academy with Bootstrap,20,1169,110,7.5,9.409751924721984
Building a eCommerce Startup in 4 Hours [Livestream],50,1114,8,3.0,0.718132854578097
Responsive PHP Registration Form: From Scratch,95,5738,9,4.0,0.15684907633321715
A-Frame WebVR Programming Tutorial Series (Virtual Reality),40,6648,16,1.5,0.24067388688327318
Learn Bootstrap And Make Responsive Websites,25,1605,10,3.5,0.6230529595015576
HTML Web Development Crash Course,20,4848,33,1.5,0.6806930693069307
Bootstrap Basics: Program Responsive Websites,75,4743,393,3.0,8.285895003162555
Projects with JSON and APIs,20,1520,34,2.0,2.236842105263158
Web Design HTML CSS How to Create a Website from Scratch,50,3601,28,2.0,0.7775617883921133
"Create Complete Sign up System using PHP, jQuery and Ajax",200,4033,40,3.0,0.9918175055789735
Adobe Flash for Beginners - Build Flash Website From Scratch,200,17071,17,1.5,0.09958408997715425
Learn Complete WordPress for Building a Professional Sites,80,13708,92,9.0,0.6711409395973155
Devtools 2017: Beginner to Expert w/ Chrome Developer Tools,125,430,54,2.5,12.558139534883722
Bootstrap Essential Training - Create Your Very Own Website,20,2643,34,9.0,1.2864169504351117
Angular 2 Jump Start With Typescript,20,1731,90,4.0,5.1993067590987865
Learn Plugin Development in WordPress By Building  Projects,60,1313,121,11.0,9.215536938309215
"Build Your Startup with No Coding (Design, Develop & Ship)",30,775,245,8.0,31.61290322580645
The Web Developers Guide: Learn HTML & CSS Fundamentals,20,2243,27,7.0,1.2037449843958983
Learn PHP Programming for Absolute Beginners - Lite,20,2749,62,41.0,2.2553655874863585
Learn Drupal 8 - With a Live Project,55,2012,15,3.5,0.7455268389662028
Supreme NodeJS Course - For Beginners,200,1080,37,3.5,3.425925925925926
CSS3 for beginners,195,3831,15,1.5,0.39154267815191857
Javascript for beginners,75,2071,57,1.5,2.7522935779816518
Become a Bootstrap Expert: Build 20 Layouts!,35,2755,57,17.5,2.0689655172413794
PHP : Learn to upload files to Amazon S3 and use CloudFront,50,1216,36,3.0,2.9605263157894735
PHP MySQL: Learn PHP MySQL with Project,20,2314,77,2.0,3.327571305099395
How to Set Up a Self-Hosted Wordpress Website in 30 Minutes,Free,8770,261,32.0,2.976054732041049
Projects in Django and Python,60,1764,53,6.5,3.00453514739229
"Create, Update and Manage Your Own Website Using Drupal 7",120,2837,68,7.0,2.396898131829397
Learn HTML - The programming language to build a webpage!,25,1655,39,1.0,2.3564954682779455
Learn To Program JavaScript (in ten easy steps),75,2721,96,5.5,3.528114663726571
Bootstrap :basics for beginners,40,1152,20,1.0,1.7361111111111112
Introduction to CSS Development,Free,15493,415,2.0,2.6786290582843866
PHP :basics for beginners,45,1562,4,1.5,0.2560819462227913
Beginning Oracle WebLogic for Administrators,Free,9786,989,42.0,10.106274269364398
Build an HTML5 and CSS3 Website in 35 Minutes,20,1904,25,42.0,1.3130252100840336
Angular 2 Routing: Up And Running,Free,3357,84,37.0,2.5022341376228776
Advanced Prezi: Make Amazing Presentations ,30,2200,25,1.0,1.1363636363636365
1 hour jQuery,100,5456,133,1.0,2.437683284457478
The WpFASTER WordPress Speed Optimization Master Course,175,2134,215,7.0,10.074976569821931
How to Build Your Own Website with WordPress: A Step-by-Step Guide ,95,4675,15,6.0,0.32085561497326204
Build Apps with ReactJS: The Complete Course,40,1433,145,5.5,10.118632240055828
Learn SASS: from beginner to expert,20,1734,9,1.0,0.5190311418685121
The complete HTML5 course,20,3461,11,1.5,0.31782721756717713
Create a Responsive Website with Bootstrap 3,50,4076,39,3.0,0.9568204121687929
Lerning PHP by building website,185,567,63,8.0,11.11111111111111
Learn PHP Object Oriented Features with Simple Examples,20,1723,28,1.0,1.625072547881602
